customer_id,loyalty_tier,region,recency_days,frequency,monetary,segment
CUS0000056,Bronze,Midwest,9999,0,0.0,Churned
CUS0000057,Gold,South,9999,0,0.0,Churned
CUS0000058,Bronze,Northeast,9999,0,0.0,Churned
CUS0000059,Silver,West,9999,0,0.0,Churned
CUS0000060,Bronze,Midwest,9999,0,0.0,Churned
CUS0000061,Gold,South,9999,0,0.0,Churned
CUS0000062,Bronze,West,9999,0,0.0,Churned
CUS0000063,Silver,South,9999,0,0.0,Churned
CUS0000064,Silver,Northeast,9999,0,0.0,Churned
CUS0000065,Silver,Midwest,9999,0,0.0,Churned
CUS0000066,Bronze,West,9999,0,0.0,Churned
CUS0000067,Gold,West,30,1,18.38,Champions
CUS0000068,Silver,South,9999,0,0.0,Churned
CUS0000069,Silver,South,9999,0,0.0,Churned
CUS0000070,Silver,South,9999,0,0.0,Churned
CUS0000071,Silver,South,9999,0,0.0,Churned
CUS0000072,Silver,South,9999,0,0.0,Churned
CUS0000073,Silver,South,9999,0,0.0,Churned
CUS0000074,Bronze,West,9999,0,0.0,Churned
CUS0000075,Silver,West,9999,0,0.0,Churned
CUS0000076,Bronze,West,9999,0,0.0,Churned
CUS0000077,Bronze,Midwest,9999,0,0.0,Churned
CUS0000078,Gold,Midwest,9999,0,0.0,Churned
CUS0000079,Silver,West,9999,0,0.0,Churned
CUS0000080,Silver,Northeast,112,1,60.94,Champions
CUS0000081,Bronze,Midwest,9999,0,0.0,Churned
CUS0000082,Gold,Northeast,9999,0,0.0,Churned
CUS0000083,Bronze,Midwest,9999,0,0.0,Churned
CUS0000084,Gold,South,9999,0,0.0,Churned
CUS0000085,Silver,Northeast,9999,0,0.0,Churned
CUS0000086,Silver,South,9999,0,0.0,Churned
CUS0000087,Bronze,South,9999,0,0.0,Churned
CUS0000088,Bronze,South,9999,0,0.0,Churned
CUS0000089,Silver,South,9999,0,0.0,Churned
CUS0000090,Gold,South,9999,0,0.0,Churned
CUS0000091,Gold,Northeast,9999,0,0.0,Churned
CUS0000092,Bronze,South,9999,0,0.0,Churned
CUS0000093,Silver,South,9999,0,0.0,Churned
CUS0000094,Bronze,South,218,1,10.48,Champions
CUS0000095,Bronze,Northeast,9999,0,0.0,Churned
CUS0000096,Silver,West,9999,0,0.0,Churned
CUS0000097,Bronze,Midwest,9999,0,0.0,Churned
CUS0000098,Bronze,Midwest,9999,0,0.0,Churned
CUS0000099,Silver,Midwest,9999,0,0.0,Churned
CUS0000100,Platinum,South,9999,0,0.0,Churned
CUS0000101,Platinum,South,9999,0,0.0,Churned
CUS0000102,Gold,West,9999,0,0.0,Churned
CUS0000103,Silver,South,9999,0,0.0,Churned
CUS0000104,Silver,Midwest,9999,0,0.0,Churned
CUS0000105,Silver,West,9999,0,0.0,Churned
CUS0000106,Silver,Midwest,9999,0,0.0,Churned
CUS0000107,Bronze,West,9999,0,0.0,Churned
CUS0000108,Platinum,Northeast,9999,0,0.0,Churned
CUS0000109,Bronze,South,9999,0,0.0,Churned
CUS0000110,Platinum,West,141,1,5.3,Champions
CUS0000111,Bronze,South,9999,0,0.0,Churned
CUS0000112,Bronze,Midwest,9999,0,0.0,Churned
CUS0000113,Silver,South,9999,0,0.0,Churned
CUS0000114,Bronze,Northeast,9999,0,0.0,Churned
CUS0000115,Bronze,Northeast,9999,0,0.0,Churned
CUS0000116,Bronze,South,9999,0,0.0,Churned
CUS0000117,Bronze,West,9999,0,0.0,Churned
CUS0000118,Silver,South,9999,0,0.0,Churned
CUS0000119,Bronze,Northeast,9999,0,0.0,Churned
CUS0000120,Bronze,South,9999,0,0.0,Churned
CUS0000121,Bronze,West,9999,0,0.0,Churned
CUS0000122,Silver,South,9999,0,0.0,Churned
CUS0000123,Bronze,Midwest,9999,0,0.0,Churned
CUS0000124,Gold,West,9999,0,0.0,Churned
CUS0000125,Platinum,West,9999,0,0.0,Churned
CUS0000126,Silver,South,9999,0,0.0,Churned
CUS0000127,Gold,West,9999,0,0.0,Churned
CUS0000128,Bronze,Midwest,9999,0,0.0,Churned
CUS0000129,Gold,Midwest,9999,0,0.0,Churned
CUS0000130,Platinum,South,9999,0,0.0,Churned
CUS0000131,Silver,West,9999,0,0.0,Churned
CUS0000132,Bronze,South,9999,0,0.0,Churned
CUS0000133,Bronze,West,9999,0,0.0,Churned
CUS0000134,Bronze,West,9999,0,0.0,Churned
CUS0000135,Bronze,West,9999,0,0.0,Churned
CUS0000136,Platinum,West,9999,0,0.0,Churned
CUS0000137,Silver,Northeast,9999,0,0.0,Churned
CUS0000138,Bronze,South,9999,0,0.0,Churned
CUS0000139,Bronze,Northeast,9999,0,0.0,Churned
CUS0000140,Bronze,South,9999,0,0.0,Churned
CUS0000141,Bronze,South,9999,0,0.0,Churned
CUS0000142,Silver,South,9999,0,0.0,Churned
CUS0000143,Silver,West,9999,0,0.0,Churned
CUS0000144,Bronze,Northeast,9999,0,0.0,Churned
CUS0000145,Gold,West,9999,0,0.0,Churned
CUS0000146,Gold,South,9999,0,0.0,Churned
CUS0000147,Bronze,South,9999,0,0.0,Churned
CUS0000148,Silver,South,9999,0,0.0,Churned
CUS0000149,Bronze,Midwest,9999,0,0.0,Churned
CUS0000150,Silver,Northeast,9999,0,0.0,Churned
CUS0000151,Bronze,Midwest,9999,0,0.0,Churned
CUS0000152,Gold,Midwest,9999,0,0.0,Churned
CUS0000153,Gold,South,9999,0,0.0,Churned
CUS0000154,Silver,Northeast,9999,0,0.0,Churned
CUS0000155,Bronze,South,9999,0,0.0,Churned
CUS0000156,Platinum,South,9999,0,0.0,Churned
CUS0000157,Silver,South,196,1,22.01,Champions
CUS0000158,Bronze,Northeast,9999,0,0.0,Churned
CUS0000159,Bronze,South,9999,0,0.0,Churned
CUS0000160,Silver,West,9999,0,0.0,Churned
CUS0000161,Gold,West,9999,0,0.0,Churned
CUS0000162,Gold,South,9999,0,0.0,Churned
CUS0000163,Silver,South,9999,0,0.0,Churned
CUS0000164,Bronze,West,353,1,57.92,Champions
CUS0000165,Platinum,Northeast,9999,0,0.0,Churned
CUS0000166,Gold,Northeast,9999,0,0.0,Churned
CUS0000167,Bronze,South,9999,0,0.0,Churned
CUS0000168,Bronze,Midwest,9999,0,0.0,Churned
CUS0000169,Platinum,Northeast,9999,0,0.0,Churned
CUS0000170,Bronze,West,9999,0,0.0,Churned
CUS0000171,Platinum,Northeast,9999,0,0.0,Churned
CUS0000172,Bronze,West,9999,0,0.0,Churned
CUS0000173,Bronze,South,9999,0,0.0,Churned
CUS0000174,Bronze,Midwest,9999,0,0.0,Churned
CUS0000175,Bronze,South,9999,0,0.0,Churned
CUS0000176,Silver,Midwest,9999,0,0.0,Churned
CUS0000177,Bronze,Northeast,9999,0,0.0,Churned
CUS0000178,Platinum,South,9999,0,0.0,Churned
CUS0000179,Bronze,South,9999,0,0.0,Churned
CUS0000180,Silver,South,9999,0,0.0,Churned
CUS0000181,Bronze,South,9999,0,0.0,Churned
CUS0000182,Bronze,South,9999,0,0.0,Churned
CUS0000183,Gold,Midwest,9999,0,0.0,Churned
CUS0000184,Gold,Northeast,9999,0,0.0,Churned
CUS0000185,Platinum,West,9999,0,0.0,Churned
CUS0000186,Bronze,South,9999,0,0.0,Churned
CUS0000187,Silver,Midwest,9999,0,0.0,Churned
CUS0000188,Gold,Northeast,9999,0,0.0,Churned
CUS0000189,Bronze,South,9999,0,0.0,Churned
CUS0000190,Gold,South,9999,0,0.0,Churned
CUS0000191,Bronze,South,9999,0,0.0,Churned
CUS0000192,Silver,Midwest,9999,0,0.0,Churned
CUS0000193,Bronze,South,9999,0,0.0,Churned
CUS0000194,Silver,Midwest,9999,0,0.0,Churned
CUS0000195,Bronze,South,9999,0,0.0,Churned
CUS0000196,Silver,Midwest,9999,0,0.0,Churned
CUS0000197,Platinum,Midwest,9999,0,0.0,Churned
CUS0000198,Silver,South,9999,0,0.0,Churned
CUS0000199,Silver,South,9999,0,0.0,Churned
CUS0000200,Gold,Northeast,9999,0,0.0,Churned
CUS0000201,Silver,Midwest,9999,0,0.0,Churned
CUS0000202,Bronze,South,9999,0,0.0,Churned
CUS0000203,Silver,West,9999,0,0.0,Churned
CUS0000204,Silver,Midwest,9999,0,0.0,Churned
CUS0000205,Bronze,West,9999,0,0.0,Churned
CUS0000206,Bronze,West,9999,0,0.0,Churned
CUS0000207,Bronze,South,9999,0,0.0,Churned
CUS0000208,Gold,South,9999,0,0.0,Churned
CUS0000209,Bronze,West,9999,0,0.0,Churned
CUS0000210,Bronze,West,9999,0,0.0,Churned
CUS0000211,Silver,Northeast,9999,0,0.0,Churned
CUS0000212,Bronze,Midwest,9999,0,0.0,Churned
CUS0000213,Bronze,South,9999,0,0.0,Churned
CUS0000214,Bronze,Midwest,9999,0,0.0,Churned
CUS0000215,Platinum,Midwest,9999,0,0.0,Churned
CUS0000216,Bronze,West,9999,0,0.0,Churned
CUS0000217,Gold,South,9999,0,0.0,Churned
CUS0000218,Gold,Midwest,9999,0,0.0,Churned
CUS0000219,Bronze,Midwest,9999,0,0.0,Churned
CUS0000220,Silver,South,9999,0,0.0,Churned
CUS0000221,Gold,South,9999,0,0.0,Churned
CUS0000222,Silver,Midwest,9999,0,0.0,Churned
CUS0000223,Platinum,West,9999,0,0.0,Churned
CUS0000224,Gold,West,9999,0,0.0,Churned
CUS0000225,Bronze,Midwest,9999,0,0.0,Churned
CUS0000226,Silver,South,9999,0,0.0,Churned
CUS0000227,Platinum,Midwest,9999,0,0.0,Churned
CUS0000228,Silver,West,9999,0,0.0,Churned
CUS0000229,Gold,South,9999,0,0.0,Churned
CUS0000230,Platinum,Midwest,9999,0,0.0,Churned
CUS0000231,Silver,South,9999,0,0.0,Churned
CUS0000232,Gold,Midwest,9999,0,0.0,Churned
CUS0000233,Silver,South,9999,0,0.0,Churned
CUS0000234,Bronze,Northeast,9999,0,0.0,Churned
CUS0000235,Bronze,South,9999,0,0.0,Churned
CUS0000236,Gold,West,9999,0,0.0,Churned
CUS0000237,Silver,Midwest,9999,0,0.0,Churned
CUS0000238,Silver,Midwest,9999,0,0.0,Churned
CUS0000239,Silver,Midwest,9999,0,0.0,Churned
CUS0000240,Silver,South,9999,0,0.0,Churned
CUS0000241,Platinum,Northeast,9999,0,0.0,Churned
CUS0000242,Bronze,South,9999,0,0.0,Churned
CUS0000243,Silver,South,9999,0,0.0,Churned
CUS0000244,Silver,West,9999,0,0.0,Churned
CUS0000245,Gold,West,9999,0,0.0,Churned
CUS0000246,Gold,Midwest,9999,0,0.0,Churned
CUS0000247,Bronze,South,9999,0,0.0,Churned
CUS0000248,Bronze,South,9999,0,0.0,Churned
CUS0000249,Silver,West,9999,0,0.0,Churned
CUS0000250,Bronze,Northeast,9999,0,0.0,Churned
CUS0000251,Silver,Northeast,9999,0,0.0,Churned
CUS0000252,Bronze,Midwest,9999,0,0.0,Churned
CUS0000253,Silver,Midwest,9999,0,0.0,Churned
CUS0000254,Silver,West,9999,0,0.0,Churned
CUS0000255,Gold,West,9999,0,0.0,Churned
CUS0000256,Gold,South,44,1,26.42,Champions
CUS0000257,Gold,South,9999,0,0.0,Churned
CUS0000258,Silver,South,9999,0,0.0,Churned
CUS0000259,Gold,Northeast,9999,0,0.0,Churned
CUS0000260,Bronze,South,9999,0,0.0,Churned
CUS0000261,Gold,Northeast,9999,0,0.0,Churned
CUS0000262,Silver,Northeast,9999,0,0.0,Churned
CUS0000263,Silver,South,9999,0,0.0,Churned
CUS0000264,Gold,South,9999,0,0.0,Churned
CUS0000265,Gold,South,9999,0,0.0,Churned
CUS0000266,Bronze,South,9999,0,0.0,Churned
CUS0000267,Bronze,South,9999,0,0.0,Churned
CUS0000268,Bronze,Midwest,9999,0,0.0,Churned
CUS0000269,Bronze,South,6,2,94.69999999999999,Champions
CUS0000270,Platinum,Midwest,9999,0,0.0,Churned
CUS0000271,Platinum,Northeast,9999,0,0.0,Churned
CUS0000272,Silver,West,9999,0,0.0,Churned
CUS0000273,Gold,West,9999,0,0.0,Churned
CUS0000274,Bronze,South,9999,0,0.0,Churned
CUS0000275,Platinum,Northeast,9999,0,0.0,Churned
CUS0000276,Silver,South,9999,0,0.0,Churned
CUS0000277,Bronze,South,9999,0,0.0,Churned
CUS0000278,Bronze,Midwest,9999,0,0.0,Churned
CUS0000279,Platinum,Midwest,9999,0,0.0,Churned
CUS0000280,Silver,South,9999,0,0.0,Churned
CUS0000281,Bronze,West,9999,0,0.0,Churned
CUS0000282,Silver,Midwest,9999,0,0.0,Churned
CUS0000283,Gold,West,9999,0,0.0,Churned
CUS0000284,Gold,Midwest,9999,0,0.0,Churned
CUS0000285,Silver,Midwest,9999,0,0.0,Churned
CUS0000286,Bronze,West,9999,0,0.0,Churned
CUS0000287,Gold,Northeast,9999,0,0.0,Churned
CUS0000288,Gold,South,9999,0,0.0,Churned
CUS0000289,Silver,South,9999,0,0.0,Churned
CUS0000290,Bronze,Northeast,9999,0,0.0,Churned
CUS0000291,Bronze,South,9999,0,0.0,Churned
CUS0000292,Silver,Midwest,9999,0,0.0,Churned
CUS0000293,Silver,South,9999,0,0.0,Churned
CUS0000294,Silver,South,9999,0,0.0,Churned
CUS0000295,Bronze,West,9999,0,0.0,Churned
CUS0000296,Bronze,Northeast,9999,0,0.0,Churned
CUS0000297,Gold,South,9999,0,0.0,Churned
CUS0000298,Silver,South,9999,0,0.0,Churned
CUS0000299,Silver,West,9999,0,0.0,Churned
CUS0000300,Silver,West,9999,0,0.0,Churned
CUS0000301,Bronze,South,9999,0,0.0,Churned
CUS0000302,Silver,Midwest,9999,0,0.0,Churned
CUS0000303,Bronze,South,9999,0,0.0,Churned
CUS0000304,Bronze,South,9999,0,0.0,Churned
CUS0000305,Bronze,Northeast,9999,0,0.0,Churned
CUS0000306,Bronze,West,9999,0,0.0,Churned
CUS0000307,Bronze,South,9999,0,0.0,Churned
CUS0000308,Silver,South,9999,0,0.0,Churned
CUS0000309,Silver,South,9999,0,0.0,Churned
CUS0000310,Platinum,West,9999,0,0.0,Churned
CUS0000311,Silver,South,9999,0,0.0,Churned
CUS0000312,Platinum,Midwest,9999,0,0.0,Churned
CUS0000313,Bronze,South,9999,0,0.0,Churned
CUS0000314,Gold,Northeast,9999,0,0.0,Churned
CUS0000315,Bronze,Midwest,9999,0,0.0,Churned
CUS0000316,Platinum,Midwest,9999,0,0.0,Churned
CUS0000317,Silver,South,9999,0,0.0,Churned
CUS0000318,Silver,West,9999,0,0.0,Churned
CUS0000319,Gold,West,9999,0,0.0,Churned
CUS0000320,Bronze,Northeast,9999,0,0.0,Churned
CUS0000321,Gold,Northeast,9999,0,0.0,Churned
CUS0000322,Silver,West,9999,0,0.0,Churned
CUS0000323,Gold,South,9999,0,0.0,Churned
CUS0000324,Gold,Midwest,9999,0,0.0,Churned
CUS0000325,Gold,South,9999,0,0.0,Churned
CUS0000326,Silver,South,9999,0,0.0,Churned
CUS0000327,Bronze,South,9999,0,0.0,Churned
CUS0000328,Bronze,Midwest,9999,0,0.0,Churned
CUS0000329,Bronze,South,9999,0,0.0,Churned
CUS0000330,Bronze,Northeast,9999,0,0.0,Churned
CUS0000331,Silver,West,9999,0,0.0,Churned
CUS0000332,Bronze,West,9999,0,0.0,Churned
CUS0000333,Bronze,West,9999,0,0.0,Churned
CUS0000334,Bronze,Midwest,9999,0,0.0,Churned
CUS0000335,Bronze,Midwest,9999,0,0.0,Churned
CUS0000336,Silver,South,9999,0,0.0,Churned
CUS0000337,Gold,Midwest,9999,0,0.0,Churned
CUS0000338,Silver,Midwest,9999,0,0.0,Churned
CUS0000339,Platinum,West,9999,0,0.0,Churned
CUS0000340,Silver,Northeast,9999,0,0.0,Churned
CUS0000341,Gold,Northeast,9999,0,0.0,Churned
CUS0000342,Platinum,West,9999,0,0.0,Churned
CUS0000343,Gold,Midwest,9999,0,0.0,Churned
CUS0000344,Gold,West,9999,0,0.0,Churned
CUS0000345,Bronze,South,9999,0,0.0,Churned
CUS0000346,Gold,South,9999,0,0.0,Churned
CUS0000347,Bronze,Northeast,9999,0,0.0,Churned
CUS0000348,Silver,South,9999,0,0.0,Churned
CUS0000349,Silver,West,9999,0,0.0,Churned
CUS0000350,Bronze,South,9999,0,0.0,Churned
CUS0000351,Bronze,Midwest,9999,0,0.0,Churned
CUS0000352,Gold,Northeast,9999,0,0.0,Churned
CUS0000353,Platinum,Northeast,9999,0,0.0,Churned
CUS0000354,Bronze,West,9999,0,0.0,Churned
CUS0000355,Bronze,South,33,1,5.14,Champions
CUS0000356,Silver,South,9999,0,0.0,Churned
CUS0000357,Bronze,West,9999,0,0.0,Churned
CUS0000358,Bronze,South,9999,0,0.0,Churned
CUS0000359,Bronze,South,9999,0,0.0,Churned
CUS0000360,Bronze,Northeast,9999,0,0.0,Churned
CUS0000361,Platinum,West,9999,0,0.0,Churned
CUS0000362,Platinum,South,9999,0,0.0,Churned
CUS0000363,Silver,West,9999,0,0.0,Churned
CUS0000364,Gold,Midwest,9999,0,0.0,Churned
CUS0000365,Bronze,Midwest,9999,0,0.0,Churned
CUS0000366,Bronze,Northeast,9999,0,0.0,Churned
CUS0000367,Gold,South,9999,0,0.0,Churned
CUS0000368,Gold,South,426,1,13.08,Champions
CUS0000369,Gold,Midwest,9999,0,0.0,Churned
CUS0000370,Gold,Midwest,9999,0,0.0,Churned
CUS0000371,Platinum,Midwest,9999,0,0.0,Churned
CUS0000372,Silver,Midwest,9999,0,0.0,Churned
CUS0000373,Platinum,Midwest,9999,0,0.0,Churned
CUS0000374,Bronze,South,9999,0,0.0,Churned
CUS0000375,Bronze,West,9999,0,0.0,Churned
CUS0000376,Gold,South,9999,0,0.0,Churned
CUS0000377,Bronze,West,9999,0,0.0,Churned
CUS0000378,Bronze,South,9999,0,0.0,Churned
CUS0000379,Bronze,Midwest,9999,0,0.0,Churned
CUS0000380,Platinum,West,9999,0,0.0,Churned
CUS0000381,Bronze,Midwest,9999,0,0.0,Churned
CUS0000382,Bronze,West,9999,0,0.0,Churned
CUS0000383,Silver,West,9999,0,0.0,Churned
CUS0000384,Gold,Midwest,9999,0,0.0,Churned
CUS0000385,Gold,Northeast,9999,0,0.0,Churned
CUS0000386,Silver,Midwest,9999,0,0.0,Churned
CUS0000387,Bronze,South,9999,0,0.0,Churned
CUS0000388,Bronze,South,9999,0,0.0,Churned
CUS0000389,Bronze,West,9999,0,0.0,Churned
CUS0000390,Bronze,West,9999,0,0.0,Churned
CUS0000391,Gold,South,9999,0,0.0,Churned
CUS0000392,Silver,Northeast,9999,0,0.0,Churned
CUS0000393,Bronze,West,9999,0,0.0,Churned
CUS0000394,Silver,South,9999,0,0.0,Churned
CUS0000395,Bronze,South,9999,0,0.0,Churned
CUS0000396,Bronze,South,9999,0,0.0,Churned
CUS0000397,Bronze,South,9999,0,0.0,Churned
CUS0000398,Bronze,South,9999,0,0.0,Churned
CUS0000399,Silver,Northeast,9999,0,0.0,Churned
CUS0000400,Platinum,South,9999,0,0.0,Churned
CUS0000401,Silver,South,9999,0,0.0,Churned
CUS0000402,Bronze,South,9999,0,0.0,Churned
CUS0000403,Silver,Midwest,9999,0,0.0,Churned
CUS0000404,Gold,Northeast,9999,0,0.0,Churned
CUS0000405,Silver,Northeast,9999,0,0.0,Churned
CUS0000406,Bronze,South,9999,0,0.0,Churned
CUS0000407,Gold,South,9999,0,0.0,Churned
CUS0000408,Bronze,Northeast,9999,0,0.0,Churned
CUS0000409,Gold,South,9999,0,0.0,Churned
CUS0000410,Gold,South,9999,0,0.0,Churned
CUS0000411,Silver,South,9999,0,0.0,Churned
CUS0000412,Silver,South,9999,0,0.0,Churned
CUS0000413,Bronze,West,9999,0,0.0,Churned
CUS0000414,Bronze,Midwest,9999,0,0.0,Churned
CUS0000415,Silver,West,9999,0,0.0,Churned
CUS0000416,Gold,Midwest,9999,0,0.0,Churned
CUS0000417,Gold,South,9999,0,0.0,Churned
CUS0000418,Bronze,West,9999,0,0.0,Churned
CUS0000419,Bronze,West,9999,0,0.0,Churned
CUS0000420,Bronze,South,9999,0,0.0,Churned
CUS0000421,Bronze,West,9999,0,0.0,Churned
CUS0000422,Gold,South,9999,0,0.0,Churned
CUS0000423,Bronze,South,9999,0,0.0,Churned
CUS0000424,Bronze,South,9999,0,0.0,Churned
CUS0000425,Bronze,South,9999,0,0.0,Churned
CUS0000426,Silver,Northeast,9999,0,0.0,Churned
CUS0000427,Bronze,West,9999,0,0.0,Churned
CUS0000428,Gold,Midwest,9999,0,0.0,Churned
CUS0000429,Bronze,Northeast,9999,0,0.0,Churned
CUS0000430,Bronze,Midwest,9999,0,0.0,Churned
CUS0000431,Silver,Northeast,9999,0,0.0,Churned
CUS0000432,Silver,Northeast,9999,0,0.0,Churned
CUS0000433,Bronze,Midwest,9999,0,0.0,Churned
CUS0000434,Gold,South,9999,0,0.0,Churned
CUS0000435,Bronze,West,9999,0,0.0,Churned
CUS0000436,Bronze,Midwest,9999,0,0.0,Churned
CUS0000437,Bronze,West,9999,0,0.0,Churned
CUS0000438,Bronze,South,9999,0,0.0,Churned
CUS0000439,Silver,South,9999,0,0.0,Churned
CUS0000440,Silver,Northeast,9999,0,0.0,Churned
CUS0000441,Platinum,West,9999,0,0.0,Churned
CUS0000442,Bronze,South,9999,0,0.0,Churned
CUS0000443,Bronze,Midwest,9999,0,0.0,Churned
CUS0000444,Silver,Midwest,9999,0,0.0,Churned
CUS0000445,Bronze,South,9999,0,0.0,Churned
CUS0000446,Gold,West,9999,0,0.0,Churned
CUS0000447,Bronze,South,9999,0,0.0,Churned
CUS0000448,Platinum,Midwest,9999,0,0.0,Churned
CUS0000449,Gold,Northeast,9999,0,0.0,Churned
CUS0000450,Silver,South,9999,0,0.0,Churned
CUS0000451,Bronze,South,9999,0,0.0,Churned
CUS0000452,Gold,South,9999,0,0.0,Churned
CUS0000453,Bronze,South,9999,0,0.0,Churned
CUS0000454,Silver,South,9999,0,0.0,Churned
CUS0000455,Bronze,South,9999,0,0.0,Churned
CUS0000456,Bronze,Midwest,9999,0,0.0,Churned
CUS0000457,Silver,Northeast,9999,0,0.0,Churned
CUS0000458,Platinum,South,9999,0,0.0,Churned
CUS0000459,Silver,Midwest,9999,0,0.0,Churned
CUS0000460,Bronze,South,9999,0,0.0,Churned
CUS0000461,Silver,Midwest,199,1,7.82,Champions
CUS0000462,Bronze,South,9999,0,0.0,Churned
CUS0000463,Gold,Midwest,9999,0,0.0,Churned
CUS0000464,Bronze,Midwest,9999,0,0.0,Churned
CUS0000465,Silver,Midwest,9999,0,0.0,Churned
CUS0000466,Platinum,South,9999,0,0.0,Churned
CUS0000467,Silver,South,9999,0,0.0,Churned
CUS0000468,Bronze,South,9999,0,0.0,Churned
CUS0000469,Bronze,West,9999,0,0.0,Churned
CUS0000470,Bronze,South,9999,0,0.0,Churned
CUS0000471,Silver,Midwest,9999,0,0.0,Churned
CUS0000472,Bronze,West,9999,0,0.0,Churned
CUS0000473,Silver,South,9999,0,0.0,Churned
CUS0000474,Bronze,Midwest,9999,0,0.0,Churned
CUS0000475,Bronze,South,9999,0,0.0,Churned
CUS0000476,Silver,Northeast,9999,0,0.0,Churned
CUS0000477,Bronze,West,9999,0,0.0,Churned
CUS0000478,Silver,West,9999,0,0.0,Churned
CUS0000479,Silver,West,9999,0,0.0,Churned
CUS0000480,Platinum,South,9999,0,0.0,Churned
CUS0000481,Bronze,Midwest,9999,0,0.0,Churned
CUS0000482,Bronze,Northeast,9999,0,0.0,Churned
CUS0000483,Bronze,South,9999,0,0.0,Churned
CUS0000484,Bronze,Midwest,9999,0,0.0,Churned
CUS0000485,Bronze,Midwest,9999,0,0.0,Churned
CUS0000486,Platinum,Northeast,9999,0,0.0,Churned
CUS0000487,Bronze,West,9999,0,0.0,Churned
CUS0000488,Silver,West,9999,0,0.0,Churned
CUS0000489,Platinum,South,9999,0,0.0,Churned
CUS0000490,Gold,South,9999,0,0.0,Churned
CUS0000491,Gold,West,9999,0,0.0,Churned
CUS0000492,Silver,Midwest,9999,0,0.0,Churned
CUS0000493,Silver,South,9999,0,0.0,Churned
CUS0000494,Bronze,South,9999,0,0.0,Churned
CUS0000495,Bronze,Northeast,9999,0,0.0,Churned
CUS0000496,Bronze,South,9999,0,0.0,Churned
CUS0000497,Bronze,Northeast,9999,0,0.0,Churned
CUS0000498,Silver,South,9999,0,0.0,Churned
CUS0000499,Gold,South,9999,0,0.0,Churned
CUS0000500,Silver,Northeast,224,1,55.97,Champions
CUS0000501,Silver,Northeast,9999,0,0.0,Churned
CUS0000502,Gold,West,9999,0,0.0,Churned
CUS0000503,Platinum,South,9999,0,0.0,Churned
CUS0000504,Gold,West,9999,0,0.0,Churned
