date,spend,revenue
2024-06-28,22.70758,233.0
2024-06-29,29.491213999999996,239.91
2024-06-30,31.74771,367.66
2024-07-01,21.317973000000006,351.67
2024-07-02,23.889424000000005,202.46
2024-07-03,20.456455000000002,190.69
2024-07-04,21.338123999999997,501.5
2024-07-05,22.467447999999997,346.53
2024-07-06,29.100486,339.0
2024-07-07,27.327956999999998,282.65
2024-07-08,21.640403000000003,277.06
2024-07-09,20.718762999999996,179.20000000000002
2024-07-10,20.126794000000004,227.26999999999998
2024-07-11,20.772417,231.4
2024-07-12,20.535674999999998,60.86
2024-07-13,29.504810000000003,347.03
2024-07-14,28.191179000000005,133.08
2024-07-15,20.261737,256.35
2024-07-16,21.623763999999998,247.4
2024-07-17,18.704362,310.04
2024-07-18,19.025468,158.04
2024-07-19,18.442529,108.08
2024-07-20,22.497661,237.61
2024-07-21,23.872066,428.05
2024-07-22,19.040669,101.3
2024-07-23,16.307139,225.24
2024-07-24,16.427333,255.9
2024-07-25,15.648651999999998,165.01
2024-07-26,16.071844,191.46
2024-07-27,24.216688,373.89
2024-07-28,21.647742,171.99
2024-07-29,15.729708,132.93
2024-07-30,16.83088,169.64
2024-07-31,12.993270000000003,166.02
2024-08-01,15.438507,171.48000000000002
2024-08-02,13.133029,93.33000000000001
2024-08-03,16.657247,256.63
2024-08-04,13.724815,185.73
2024-08-05,98.42411500000001,1243.51
2024-08-06,94.93267700000003,1357.44
2024-08-07,90.136545,1426.48
2024-08-08,92.943002,1444.54
2024-08-09,90.57419999999999,1221.21
2024-08-10,117.99289300000001,1564.6100000000001
2024-08-11,118.494778,1649.3799999999999
2024-08-12,91.79257999999999,1060.34
2024-08-13,94.41190699999999,1147.21
2024-08-14,92.31529499999998,1307.06
2024-08-15,88.16401199999999,1446.22
2024-08-16,92.03071199999998,1122.22
2024-08-17,116.12040400000001,1709.51
2024-08-18,116.76647700000002,1899.78
2024-08-19,93.75975399999999,1143.25
2024-08-20,85.23371799999998,1409.49
2024-08-21,84.50877100000001,1316.17
2024-08-22,91.30046,1170.04
2024-08-23,93.17930199999999,1310.45
2024-08-24,112.743043,1737.53
2024-08-25,112.79373999999999,1753.84
2024-08-26,78.22432200000002,1304.36
2024-08-27,79.59873700000001,1641.51
2024-08-28,86.49726399999999,1220.59
2024-08-29,82.88372399999999,1701.92
2024-08-30,72.48218,1254.84
2024-08-31,97.630227,1834.36
2024-09-01,96.99673200000002,1349.16
2024-09-02,84.25672999999998,964.97
2024-09-03,79.015394,1446.5
2024-09-04,72.53622599999998,1127.4
2024-09-05,76.91801899999999,955.46
2024-09-06,76.64535000000001,923.47
2024-09-07,93.60209300000001,1503.89
2024-09-08,100.69554000000001,2480.6
2024-09-09,7.623814000000001,113.31
2024-09-10,8.235039,84.92
2024-09-11,9.470704,163.8
2024-09-12,17.93224,422.49
2024-09-13,19.521320000000003,163.57
2024-09-14,22.368991,221.39
2024-09-15,24.980733999999998,182.85
2024-09-16,18.377181,291.4
2024-09-17,19.985814000000005,311.22
2024-09-18,16.465297,259.82
2024-09-19,18.231621999999998,332.39
2024-09-20,18.048185000000004,78.59
2024-09-21,29.572302,347.65999999999997
2024-09-22,31.697922000000002,347.04
2024-09-23,20.056106999999997,98.61
2024-09-24,21.198638,202.75
2024-09-25,21.629972,156.32
2024-09-26,24.778802,83.74
2024-09-27,27.061233,116.86
2024-09-28,30.140736999999998,342.98
2024-09-29,29.542930000000005,198.14
2024-09-30,23.897510999999998,193.87
2024-10-01,23.622718999999996,458.98
2024-10-02,26.725289,236.83
2024-10-03,25.894152999999996,302.37
2024-10-04,25.045422000000002,439.55
2024-10-05,31.319323000000004,317.49
2024-10-06,31.793233999999998,325.83
2024-10-07,23.814998,277.78
2024-10-08,25.547195000000006,203.29
2024-10-09,25.391781,162.45
2024-10-10,23.541359999999997,116.21
2024-10-11,24.363917,293.41
2024-10-12,32.345130000000005,185.96
2024-10-13,30.704936999999997,305.08000000000004
2024-10-14,22.565998999999994,200.65
2024-10-15,22.813285999999998,187.25
2024-10-16,21.540430000000004,270.6
2024-10-17,23.1703,285.25
2024-10-18,25.770029000000005,280.34000000000003
2024-10-19,35.386005000000004,209.69
2024-10-20,35.37341899999999,187.72
2024-10-21,24.61584,114.09
2024-10-22,25.013413999999997,273.94
2024-10-23,26.742112999999996,398.01
2024-10-24,26.237351,206.77
2024-10-25,26.862534,226.3
2024-10-26,33.023842,319.45
2024-10-27,33.09885599999999,110.88000000000001
2024-10-28,26.507695,232.60999999999999
2024-10-29,24.516038,199.87
2024-10-30,23.788401999999998,252.47
2024-10-31,25.85517,129.99
2024-11-01,28.601015,389.01
2024-11-02,36.100929,311.61
2024-11-03,36.163275999999996,357.02
2024-11-04,27.162342,236.97
2024-11-05,25.941035,375.66
2024-11-06,25.583372,282.26
2024-11-07,28.408333000000002,141.28
2024-11-08,25.155408000000005,250.95
2024-11-09,31.641089000000004,142.26
2024-11-10,36.364665,228.07999999999998
2024-11-11,25.741823999999998,161.9
2024-11-12,27.156684,263.58
2024-11-13,27.36057,385.19
2024-11-14,26.440023999999994,389.71000000000004
2024-11-15,29.500222,168.45
2024-11-16,22.410046,413.18
2024-11-17,19.033715,252.94
2024-11-18,192.465869,3491.29
2024-11-19,146.696745,3124.0
2024-11-20,110.213415,2760.64
2024-11-21,120.21640699999998,2477.35
2024-11-22,121.91835999999998,2247.79
2024-11-23,143.02270099999996,2534.91
2024-11-24,136.01073100000002,2865.65
2024-11-25,106.52618299999997,2312.38
2024-11-26,99.043099,1914.02
2024-11-27,101.437687,2281.67
2024-11-28,102.05044299999999,1883.03
2024-11-29,74.42066000000001,1980.82
2024-11-30,90.785156,2974.5
2024-12-01,96.58798000000002,2910.01
2024-12-02,71.92667199999998,2361.12
2024-12-03,66.13785399999999,2341.6
2024-12-04,69.13824000000001,2352.11
2024-12-05,69.114723,3102.38
2024-12-06,70.209852,2254.21
2024-12-07,92.69558,2604.72
2024-12-08,82.64762300000001,2744.12
2024-12-09,67.18571100000001,1958.88
2024-12-10,62.39936600000001,2071.24
2024-12-11,65.245141,1778.68
2024-12-12,66.555833,2137.31
2024-12-13,64.78493499999999,2127.23
2024-12-14,88.40655899999999,2665.75
2024-12-15,85.77384,2794.27
2024-12-16,64.077305,2296.16
2024-12-17,85.35490600000001,2471.59
2024-12-18,83.45223399999998,1913.64
2024-12-19,85.634758,2310.48
2024-12-20,82.53482500000001,1601.16
2024-12-21,136.73447899999996,3576.1
2024-12-22,132.664073,2444.77
2024-12-23,99.48330800000001,2218.56
2024-12-24,94.06168000000002,2209.5
2024-12-25,97.96027499999997,2272.13
2024-12-26,97.404735,2129.49
2024-12-27,101.493793,1896.6399999999999
2024-12-28,141.17210699999998,2970.77
2024-12-29,140.809411,3111.57
2024-12-30,118.77849799999998,1822.17
2024-12-31,135.923729,2107.31
2025-01-01,10.841101,174.83
2025-01-02,10.357292000000001,210.49
2025-01-03,8.935298000000001,224.47
2025-01-04,15.833302,275.18
2025-01-05,15.317604999999999,332.82
2025-01-06,12.603269000000001,37.33
2025-01-07,14.547158999999997,182.01
2025-01-08,11.087066999999998,161.07999999999998
2025-01-09,12.242062000000004,254.10000000000002
2025-01-10,13.651312,213.89
2025-01-11,18.244162000000003,331.06
2025-01-12,17.48897,381.5
2025-01-13,15.831333999999998,165.67
2025-01-14,14.993068000000001,87.15
2025-01-15,13.276247,313.32
2025-01-16,15.064412999999998,185.32
2025-01-17,13.760221,178.38
2025-01-18,18.977248,316.82
2025-01-19,19.652794,416.87
2025-01-20,14.223921,25.509999999999998
2025-01-21,13.361862000000002,35.46
2025-01-22,14.278900000000002,149.7
2025-01-23,16.419288,199.06
2025-01-24,15.556325999999999,332.92
2025-01-25,19.767092,263.07
2025-01-26,21.492751000000002,513.22
2025-01-27,17.719951000000002,306.43
2025-01-28,22.633111000000007,404.83
2025-01-29,21.955511,346.65000000000003
2025-01-30,21.838520999999993,104.49
2025-01-31,24.279504999999997,185.39
2025-02-01,31.754035,385.47
2025-02-02,31.072649999999992,203.47
2025-02-03,24.082639000000004,298.07
2025-02-04,22.735347,200.87
2025-02-05,22.064619000000004,282.6
2025-02-06,24.157807,116.28999999999999
2025-02-07,22.976606,90.03999999999999
2025-02-08,31.437915,374.75
2025-02-09,36.545442,405.93
2025-02-10,24.804018,94.71
2025-02-11,35.940023000000004,312.48
2025-02-12,32.287154,93.94
2025-02-13,31.889493000000005,259.12
2025-02-14,32.739531,165.72
2025-02-15,46.293654999999994,313.22
2025-02-16,46.910427999999996,231.79
2025-02-17,33.06826,172.57999999999998
2025-02-18,33.96810099999999,88.83
2025-02-19,37.128859999999996,268.44
2025-02-20,32.55556300000001,80.15
2025-02-21,35.742133,265.27
2025-02-22,48.817736000000004,298.65
2025-02-23,49.30658500000001,224.06
2025-02-24,35.323237000000006,260.14
2025-02-25,32.851757000000006,215.2
2025-02-26,32.087121,95.62
2025-02-27,31.917088,112.76
2025-02-28,37.234091,226.52
2025-03-01,54.257677,370.6
2025-03-02,47.902148,384.1
2025-03-03,31.684949999999997,260.1
2025-03-04,34.849304000000004,409.9
2025-03-05,33.125306,257.55
2025-03-06,35.37231,261.97
2025-03-07,36.877131999999996,349.0
2025-03-08,46.443372999999994,268.27
2025-03-09,44.42969,304.46000000000004
2025-03-10,30.936082,224.94
2025-03-11,34.181458,380.09
2025-03-12,37.61424699999999,274.75
2025-03-13,35.333678,32.16
2025-03-14,30.406183999999993,311.98
2025-03-15,44.377139,439.06
2025-03-16,44.154976999999995,167.55
2025-03-17,34.731608,62.89
2025-03-18,30.064602,320.31
2025-03-19,29.92054,207.99
2025-03-20,29.561572999999996,417.56
2025-03-21,27.775469999999995,312.62
2025-03-22,37.335041999999994,173.97
2025-03-23,37.081371000000004,368.28000000000003
2025-03-24,31.848553000000006,236.81
2025-03-25,30.022103000000005,180.01
2025-03-26,31.602895999999994,513.59
2025-03-27,29.142939,164.76
2025-03-28,30.847529000000005,68.11
2025-03-29,42.286835,193.94
2025-03-30,40.562809,370.11
2025-03-31,30.69989,161.83
2025-04-01,31.852511999999994,125.28999999999999
2025-04-02,31.052345999999996,413.03
2025-04-03,19.909539000000002,235.43
2025-04-04,17.238087,233.31
2025-04-05,29.618605000000002,290.47
2025-04-06,30.551152,214.18
2025-04-07,22.950295,107.09
2025-04-08,21.536904000000003,199.18
2025-04-09,21.796947999999997,113.18
2025-04-10,26.357029999999995,334.15
2025-04-11,22.887648000000002,255.53
2025-04-12,33.129622,298.96999999999997
2025-04-13,35.587447000000004,331.18
2025-04-14,22.43261,321.96999999999997
2025-04-15,22.740098999999994,356.9
2025-04-16,24.081404000000003,194.0
2025-04-17,28.416044,125.61
2025-04-18,27.780578000000002,176.71
2025-04-19,34.29103700000001,355.83
2025-04-20,34.580546,392.63
2025-04-21,29.476155000000002,665.14
2025-04-22,27.466845999999997,157.18
2025-04-23,41.232234999999996,558.41
2025-04-24,40.353901,189.24
2025-04-25,36.759177,199.23000000000002
2025-04-26,48.371185,375.56
2025-04-27,51.225075000000004,617.83
2025-04-28,37.538360000000004,250.43
2025-04-29,39.84045299999999,645.4399999999999
2025-04-30,41.605107999999994,355.6
2025-05-01,40.193825999999994,283.45
2025-05-02,46.647061,304.01
2025-05-03,63.10088199999999,606.2
2025-05-04,60.776452000000006,295.35
2025-05-05,47.662875,198.34
2025-05-06,47.101079000000006,642.72
2025-05-07,51.737069,92.73
2025-05-08,54.679989,610.58
2025-05-09,51.58780200000001,267.84000000000003
2025-05-10,68.57792500000001,498.78
2025-05-11,71.44285399999998,272.09999999999997
2025-05-12,51.67907099999999,125.81
2025-05-13,53.73601300000001,525.38
2025-05-14,59.34377700000001,675.63
2025-05-15,60.548941,308.34000000000003
2025-05-16,61.569919000000006,430.04
2025-05-17,77.73048,371.42
2025-05-18,77.843888,772.9300000000001
2025-05-19,58.566878,194.0
2025-05-20,55.747195,94.04
2025-05-21,58.957530999999996,293.84
2025-05-22,60.069760000000024,366.78
2025-05-23,60.05029699999999,728.81
2025-05-24,77.13682899999999,354.69
2025-05-25,79.366849,516.12
2025-05-26,66.544214,370.94
2025-05-27,72.31726799999998,318.64
2025-05-28,73.08464700000002,268.42
2025-05-29,72.02188100000001,454.82
2025-05-30,66.871489,561.77
2025-05-31,84.212803,316.07
2025-06-01,86.796009,295.23
2025-06-02,64.036162,411.0
2025-06-03,63.948311000000004,301.49
2025-06-04,60.114481999999995,205.99
2025-06-05,65.36604299999999,180.21
2025-06-06,63.77277600000001,372.15
2025-06-07,85.579569,370.33
2025-06-08,83.00848500000001,387.4
2025-06-09,64.14081900000001,390.08
2025-06-10,70.402621,744.37
2025-06-11,63.05231800000001,523.23
2025-06-12,56.484431,235.59
2025-06-13,57.225857999999995,201.74
2025-06-14,81.960893,335.95
2025-06-15,82.63770099999999,217.31
2025-06-16,59.59532400000001,287.28
2025-06-17,66.435264,528.49
2025-06-18,62.695555,180.97
2025-06-19,64.480339,530.36
2025-06-20,61.48939899999999,205.26999999999998
2025-06-21,86.70988499999999,378.93
2025-06-22,79.44378800000001,526.9
2025-06-23,56.34060300000001,211.81
2025-06-24,61.610982,252.57000000000002
2025-06-25,61.455387,572.89
2025-06-26,60.307162000000005,342.06
2025-06-27,55.41660100000001,263.34000000000003
2025-06-28,80.937089,472.48
2025-06-29,74.52294,411.48
2025-06-30,60.746762999999994,546.4
2025-07-01,0.0,33.14
